particle,mean_speed(px/s),total_displacement(px),mean_squared_displacement(px^2),directional_persistence,mean_turn_angle(deg)
302,30.43590362318149,13.04395869564921,23.7941247751359,0.807329359562761,106.0526421362452
303,67.3767873172376,67.3767873172376,141.50467299212457,0.31481089698031217,101.25544101136799
304,67.40715498359131,38.518374276337894,96.37097777961864,0.3870062100288263,85.18575401136901
305,66.90801746213796,38.23315283550741,160.01824611430823,0.828563535455865,51.18764669830776
307,61.05586950886314,34.88906829077894,93.2757500902966,0.5154501123852256,98.60092243039622
308,43.51600927714408,6.216572753877726,38.64577680425489,1.0,106.63587702994728
309,60.32209519048082,60.32209519048082,86.74302659220231,0.6031465903318949,109.77833350332583
310,43.36339004164738,24.7790800237985,51.124844639146744,0.27609373362149,96.47813381725243
311,69.22296502846406,89.00095503659664,126.31769514069116,0.5222955091393361,96.28387642219998
312,78.56673353590378,22.447638153115363,126.01898991768947,0.3198979530623939,71.37350294656667
315,45.34902105928623,6.478431579898032,41.97007573542012,1.0,88.83726844094508
316,42.771209825991384,6.1101728322844835,37.334212040387385,1.0,100.0459975821477
317,73.04166524832513,31.30357082071077,183.11169577391115,0.812457424466986,107.7008484814885
318,76.00505115531838,21.715728901519537,186.57768872826986,0.8129681020570325,64.33134008223556
319,50.623645799117256,57.85559519899115,100.56966281777704,0.436530541885581,92.62980094844488
323,43.90870343794384,50.181375357650104,45.368132149713865,0.0629055576099975,92.97395281579188
325,81.83345791060066,23.38098797445733,156.32961923815483,0.43449024316180346,103.24094659261962
326,85.07521185374527,145.84322032070617,196.82857821495267,0.4168206860054066,95.3990636139096
327,70.13936850646257,60.11945871982506,143.45215286524424,0.10242690905427775,104.30037342972595
328,52.77202692303336,15.077721978009532,68.33124966280413,0.9590906136330439,107.1860883634628
329,138.37298405414796,19.767569150592568,390.756790123459,1.0,98.17564747931095
330,89.52041105828503,38.36589045355073,177.26716094349817,0.5760605525504746,90.90377975307662
332,59.31224753169711,118.62449506339422,114.13990024255463,0.15592741820084882,108.02875577101543
334,40.80332988290558,81.60665976581116,40.34050818344116,0.32425709129690444,81.72864317628478
335,39.1526379240246,27.96616994573186,38.0752738260459,0.2683847404140888,68.14817630540362
336,66.3777028263467,94.82528975192386,151.55512279939165,0.25604489671540215,94.50645432953105
337,80.74001003301629,57.67143573786878,186.76298089136293,0.4168794063354785,82.30973768723682
338,76.79988459571452,98.74270876591866,156.97310696249642,0.36841314367534095,72.49394921967703
342,38.59974746631424,71.68524529458358,52.78409187598361,0.21531606101980533,89.43106053427239
343,35.271194482972525,45.34867862096467,29.752918678215387,0.3848955491354817,121.62122060154499
344,118.02132486623844,33.72037853321098,301.3776016219655,0.25384351626860796,93.8516889971726
345,12.779477701227554,3.6512793432078725,3.7076844388795074,0.9755260161172576,40.166699113565386
346,117.93423833931678,33.69549666837622,284.0389153519434,0.8359640343121388,48.94293318391413
347,28.24995899084778,16.142833709055875,19.11487007685003,0.7215888247110697,99.25221302687713
348,79.09034164914131,56.493101177958074,145.29805284313844,0.4331594756117552,97.4820167065913
349,62.41382522736962,53.497564480602534,95.93863418532455,0.6149813654392091,84.01155138173081
350,32.51301505538215,55.73659723779797,33.106084113878815,0.3688763381454285,74.80854134250355
352,63.33987753500799,36.19421573429028,95.21683151488911,0.4778016994606932,126.03201855398339
353,12.278191710756845,3.508054774501956,3.078980693426631,0.7698257266197989,140.31994295356048
354,71.59290690398049,10.22755812914007,104.60294528493911,1.0,123.22372999428629
355,31.648097814565933,13.56347049195683,20.915589344743,0.7794853276680455,53.66817849882489
356,61.148139465730765,43.67724247552197,83.7410551742291,0.22807338912854386,100.94777552033028
357,57.883604581996885,16.538172737713396,73.52360277829499,0.5270872544390329,62.09364186260941
358,31.068725736955194,39.94550451894239,38.64109477640185,0.7511237745004559,109.78537484206774
359,86.33038866014495,49.33165066293997,184.84926978427205,0.6492218716967499,66.12268546851473
360,40.17110406589757,57.387291522710825,42.124377248863226,0.706640395989612,87.72376127872737
362,30.156673373317833,30.156673373317837,54.162509895529766,0.6962313315878756,85.16104991480015
363,34.762460329057134,9.932131522587753,24.67953803871452,0.9987767837302035,100.1223426807882
364,56.35663056309642,24.152841669898464,69.93628833754438,0.4110190033804982,81.53649755088263
365,50.75859421383936,50.75859421383936,72.63445830246931,0.7958576892359275,81.96962575342552
367,82.06637291208555,11.723767558869366,137.44672577439775,1.0,85.31288388038664
368,94.26738706885358,94.26738706885358,228.04688998021615,0.4474287451540582,92.9587070547379
369,41.30628846372783,41.30628846372783,59.16715344314165,0.24574363100979887,91.88473539787749
371,60.11796299852155,34.353121713440885,91.2257270045823,0.38124109759793007,61.584658059155714
372,99.463877657627,56.836501518644,266.5094072609884,0.5413962389852621,75.08210562651543
374,14.83961220832759,4.239889202379311,4.656168116161785,0.5859211709177728,124.37286082111756
375,93.035918228296,39.87253638355543,195.64138208712322,0.9889092899576002,100.36963148713397
